1001,,,,,,,
0,1,3,2.8,0,145,1.3,42
1,1,4,3.3,3,140,1.4,78
2,1,5,2.2,10,115,2.7,84
3,1,9,3.1,9,140,2.1,64
4,1,11,3.1,4,145,1.6,78
5,1,14,2.4,5,105,2.1,75
6,1,21,2.4,1,140,1.6,73
7,2,4,1.9,10,135,2.7,45
8,2,10,2.1,8,120,2.5,4
9,2,11,1.6,3,115,2.2,73
10,2,17,3.1,1,100,1.4,5
11,2,30,1.8,8,140,2.6,15
12,3,5,3.0,6,140,1.8,74
13,3,6,2.8,0,115,1.4,87
14,3,7,2.9,4,140,1.7,47
15,3,9,2.8,0,130,1.4,94
16,3,11,2.5,0,130,1.5,17
17,4,9,2.2,2,115,1.9,38
18,4,14,2.5,7,115,2.2,27
19,4,15,2.0,7,150,2.3,17
20,4,20,1.9,5,145,2.2,38
21,4,30,2.9,9,100,2.3,17
22,5,9,2.4,3,110,1.9,60
23,5,10,2.8,1,120,1.5,57
24,5,13,3.0,5,150,1.7,11
25,5,16,3.3,3,135,1.4,95
26,5,18,3.1,9,110,2.2,84
27,5,26,3.5,0,130,1.1,37
28,6,8,2.2,3,100,2.0,17
29,6,31,2.8,1,105,1.6,88
30,6,32,1.7,8,150,2.6,67
31,6,42,2.3,7,115,2.3,79
32,6,49,2.6,6,100,2.2,55
33,7,8,2.3,5,115,2.1,46
34,7,10,2.1,10,140,2.6,57
35,7,18,2.0,9,110,2.7,96
36,7,23,2.8,5,150,1.8,95
37,8,10,1.7,3,145,2.1,34
38,8,11,2.6,3,115,1.8,59
39,8,15,2.4,10,150,2.5,26
40,8,17,3.3,9,105,2.1,25
41,9,13,2.2,10,115,2.7,54
42,9,17,3.3,9,145,2.0,75
43,9,21,2.0,10,140,2.7,56
44,9,28,1.7,2,120,2.1,74
45,10,13,2.5,10,145,2.4,11
46,10,16,1.9,8,110,2.6,99
47,10,17,2.2,1,105,1.8,98
48,10,18,3.3,7,130,1.9,60
49,10,21,1.8,3,150,2.0,90
50,10,24,2.2,8,140,2.4,9
51,10,30,2.0,10,125,2.7,84
52,10,39,2.4,1,145,1.6,88
53,11,22,3.2,3,100,1.6,70
54,11,23,3.3,2,105,1.4,44
55,11,26,2.9,3,150,1.6,31
56,11,27,3.0,5,145,1.7,24
57,12,13,2.2,4,100,2.1,45
58,12,23,2.3,0,110,1.6,16
59,12,41,3.2,2,140,1.4,25
60,13,16,3.4,10,130,2.1,70
61,13,20,3.5,4,130,1.5,73
62,13,21,1.5,4,130,2.3,32
63,13,23,1.6,2,110,2.1,21
64,13,31,3.4,0,100,1.2,77
65,14,16,3.2,10,135,2.2,59
66,14,18,2.3,7,130,2.3,13
67,14,22,2.0,5,135,2.2,67
68,14,24,1.5,0,130,1.9,0
69,14,25,1.7,10,150,2.8,57
70,14,28,1.7,7,105,2.6,42
71,15,16,2.5,5,110,2.1,21
72,15,19,3.0,8,135,2.1,96
73,15,24,1.7,4,145,2.2,77
74,15,25,3.3,8,150,1.9,82
75,15,26,2.4,5,135,2.0,97
76,15,33,1.6,10,135,2.9,48
77,15,36,2.0,9,125,2.6,1
78,16,17,2.4,9,130,2.4,99
79,16,18,3.0,9,145,2.1,80
80,16,21,2.3,4,150,1.9,88
81,16,24,3.0,10,110,2.3,37
82,16,26,1.9,10,140,2.7,72
83,16,27,2.0,5,100,2.3,63
84,16,31,2.8,8,100,2.3,35
85,17,18,3.3,2,140,1.3,76
86,17,22,2.3,9,100,2.6,42
87,18,19,2.3,6,110,2.2,9
88,18,21,3.3,6,145,1.7,36
89,18,22,3.1,2,150,1.4,32
90,18,24,2.3,3,135,1.9,96
91,18,27,1.6,3,120,2.2,44
92,19,20,3.4,6,120,1.7,2
93,19,21,1.9,2,150,1.9,24
94,19,24,2.2,0,150,1.6,61
95,19,31,2.4,1,130,1.6,76
96,20,21,1.8,4,120,2.2,9
97,20,26,2.0,3,130,2.0,95
98,21,26,2.4,6,140,2.1,31
99,21,28,3.2,6,145,1.7,94
100,21,47,3.3,0,120,1.2,21
101,22,26,2.6,7,110,2.2,10
102,22,29,1.7,4,120,2.3,76
103,22,30,1.8,10,130,2.8,5
104,22,38,3.4,6,135,1.7,100
105,22,49,2.0,5,125,2.2,10
106,22,52,2.4,0,140,1.5,47
107,23,25,2.9,10,105,2.4,96
108,23,27,1.5,8,110,2.8,36
109,23,44,2.5,1,125,1.6,32
110,23,46,2.4,2,115,1.8,82
111,24,25,2.4,2,105,1.8,26
112,24,26,3.0,6,105,2.0,43
113,24,30,3.2,5,135,1.7,10
114,24,31,2.1,0,150,1.6,9
115,24,48,2.7,10,140,2.4,36
116,25,26,3.2,0,125,1.2,38
117,25,27,3.2,3,120,1.5,58
118,25,34,2.5,3,140,1.8,23
119,25,35,2.6,6,145,2.0,1
120,25,46,1.8,7,100,2.6,13
121,26,27,1.8,8,150,2.5,46
122,26,29,1.6,1,110,2.0,17
123,26,37,2.0,10,150,2.6,53
124,26,40,1.6,3,135,2.2,58
125,26,47,1.8,4,120,2.2,69
126,26,74,2.4,6,120,2.2,21
127,28,29,1.6,5,120,2.4,38
128,28,33,3.1,5,130,1.7,54
129,28,56,2.6,7,100,2.3,35
130,29,30,3.2,2,145,1.3,94
131,29,47,2.1,1,135,1.8,15
132,29,60,2.7,7,145,2.1,6
133,30,36,1.6,4,150,2.2,50
134,30,43,2.7,2,140,1.6,0
135,31,32,3.2,3,100,1.6,79
136,31,40,3.4,6,120,1.7,7
137,31,41,3.1,6,135,1.8,35
138,31,62,2.4,7,135,2.2,46
139,33,36,2.9,8,110,2.2,94
140,33,37,3.4,5,130,1.6,72
141,33,44,1.7,2,145,2.0,57
142,33,47,1.8,6,140,2.4,46
143,34,35,3.4,0,130,1.1,86
144,34,37,2.7,3,140,1.7,25
145,34,39,2.1,2,100,2.0,78
146,34,43,2.3,7,145,2.2,18
147,34,49,2.3,0,135,1.6,75
148,34,60,2.3,0,145,1.5,27
149,34,61,1.6,8,125,2.7,86
150,35,37,1.8,5,130,2.3,98
151,35,38,1.7,9,100,2.8,54
152,35,39,2.3,5,125,2.1,74
