0,338,469,90,19
1,470,567,90,46
2,868,670,70,10
3,506,372,55,41
4,348,231,95,17
5,827,740,65,5
6,364,411,100,35
7,518,489,65,42
8,392,609,65,5
9,205,169,55,28
10,124,142,75,47
11,887,895,85,8
12,556,765,100,10
13,162,293,50,37
14,948,815,60,28
15,821,655,100,32
16,409,253,85,43
17,621,620,65,50
18,256,195,70,22
19,687,521,70,43
20,26,131,50,7
21,408,556,100,38
22,603,676,65,36
23,983,862,50,13
24,754,690,80,13
25,441,463,50,27
26,88,68,85,13
27,659,860,70,4
28,707,718,50,21
29,333,512,95,40
30,131,70,55,23
31,697,873,70,31
32,487,383,100,36
33,430,624,90,33
34,308,363,60,34
35,961,885,85,19
36,195,162,65,9
37,40,12,75,12
38,599,536,85,43
39,931,822,70,47
40,441,313,60,2
41,875,969,75,20
42,584,729,95,45
43,316,474,65,13
44,512,372,95,42
45,830,647,80,29
46,585,726,90,22
47,559,715,55,27
48,547,498,100,8
49,536,359,60,10
50,164,170,85,22
51,70,204,65,2
52,277,243,70,26
53,605,472,65,30
54,842,700,70,23
55,205,168,70,39
56,487,322,95,2
57,788,876,70,43
58,341,522,75,46
59,195,293,65,5
60,56,223,100,9
61,556,469,85,21
62,598,780,60,27
63,159,101,100,34
64,713,591,70,46
65,542,725,55,42
66,391,229,70,25
67,564,441,95,16
68,119,129,65,10
69,809,955,85,11
70,123,236,85,49
71,13,171,95,25
72,672,815,80,46
73,875,952,90,32
74,218,157,90,44
75,349,470,65,50
76,162,66,65,45
77,780,643,95,7
78,659,768,90,30
79,205,364,90,47
80,984,795,75,6
81,731,768,95,9
82,221,270,50,37
83,675,788,90,14
84,541,686,95,36
85,1,84,60,12
86,12,59,75,35
87,498,672,85,9
88,926,825,100,15
89,191,215,95,33
90,41,61,55,34
91,223,374,85,5
92,659,767,85,10
93,735,670,90,28
94,272,95,85,38
95,821,687,50,37
96,765,705,85,45
97,489,647,70,48
98,617,660,50,27
99,734,686,70,2
100,552,692,65,39
101,229,417,55,4
102,391,374,80,24
103,324,392,55,36
104,271,307,50,6
105,460,641,85,4
106,97,256,70,28
107,717,734,60,10
108,557,585,100,48
109,984,983,100,28
110,45,220,75,26
111,885,799,85,26
112,236,162,80,7
113,88,106,100,44
114,284,421,90,10
115,249,144,100,24
116,447,593,55,13
117,718,547,90,27
118,736,870,90,10
119,433,225,65,2
120,763,848,50,21
121,829,717,85,45
122,736,551,90,29
123,519,718,90,26
124,271,339,65,17
125,197,106,85,24
126,907,829,60,19
127,690,846,65,48
128,138,249,55,4
129,409,322,100,28
130,512,449,95,3
131,315,164,65,15
132,152,20,55,8
133,284,195,95,4
134,218,97,85,40
135,224,245,100,47
136,171,60,50,17
137,372,564,50,27
138,310,320,85,16
139,99,160,90,15
140,170,258,50,10
141,895,957,90,20
142,792,812,65,48
143,688,763,95,22
144,726,482,95,40
145,469,306,100,22
146,835,734,65,21
147,937,830,60,44
148,692,707,90,16
149,286,143,80,21
150,271,132,70,5
151,228,45,90,39
152,981,821,60,42
153,963,877,100,29
154,939,856,90,33
155,58,71,50,24
156,286,371,100,44
157,961,850,80,35
158,659,469,75,46
159,383,391,80,28
160,756,947,60,21
161,342,197,80,13
162,866,875,90,32
163,245,339,65,16
164,269,380,70,47
165,692,787,60,31
166,848,746,50,37
167,740,726,80,28
168,688,685,90,35
169,31,128,60,26
170,269,95,65,18
171,246,95,65,23
172,71,143,100,7
173,47,7,85,25
174,243,164,55,36
175,822,812,65,5
176,653,647,70,26
177,162,313,100,40
178,774,718,95,4
179,521,589,55,14
180,210,206,95,48
181,786,873,100,37
182,285,333,65,32
183,78,159,65,23
184,594,439,70,2
185,617,643,65,14
186,713,666,55,49
187,270,118,85,17
188,371,235,95,47
189,591,499,65,27
190,519,651,65,37
191,888,948,75,20
192,795,972,80,31
193,379,487,90,43
194,620,763,75,21
195,117,1,70,25
196,71,209,90,33
197,864,909,85,8
198,219,183,85,50
199,406,282,75,15
200,575,701,75,22
201,972,821,80,4
202,630,571,95,16
203,564,364,60,3
204,898,871,70,37
205,947,769,95,39
206,414,566,80,20
207,160,106,60,14
208,110,82,75,16
209,395,379,80,38
210,907,871,65,33
211,284,293,90,43
212,520,338,100,23
213,183,143,70,50
214,550,498,85,48
215,788,989,100,49
216,846,989,85,31
217,956,868,60,48
218,856,914,75,12
219,144,153,60,48
220,40,136,90,33
221,255,389,60,36
222,827,634,100,5
223,845,827,90,4
224,345,333,55,44
225,850,737,50,50
226,498,657,50,28
227,400,472,60,42
228,228,70,65,6
229,47,37,60,2
230,991,821,65,34
231,731,815,85,25
232,472,333,50,41
233,520,659,100,44
234,364,338,95,32
235,726,547,100,33
236,670,637,50,2
237,693,575,90,37
238,58,128,80,2
239,686,908,50,35
240,310,269,70,36
241,702,812,70,3
242,551,620,90,46
243,659,653,100,29
244,755,948,60,8
245,937,828,55,35
246,750,530,60,17
247,706,518,65,41
248,598,546,90,18
249,554,685,75,19
250,641,614,80,7
251,717,868,75,27
252,106,247,85,38
253,891,906,65,46
254,164,113,65,21
255,454,363,100,7
256,463,413,100,43
257,286,191,50,7
258,589,705,80,26
259,506,614,80,37
260,541,604,85,5
261,160,110,100,2
262,400,471,60,7
263,974,831,85,29
264,204,338,100,23
265,100,97,95,8
266,768,788,90,4
267,271,245,65,15
268,470,417,95,32
269,656,635,70,4
270,332,209,55,45
271,860,973,70,36
272,830,706,95,44
273,466,554,50,13
274,245,142,75,3
275,493,641,65,39
276,609,454,60,50
277,637,605,80,6
278,498,391,70,12
279,678,657,95,17
280,153,204,95,26
281,871,967,100,36
282,575,466,75,26
283,383,512,60,46
284,995,871,55,34
285,480,501,75,5
286,56,206,55,29
287,968,887,65,6
288,662,666,75,40
289,760,972,95,40
290,673,571,80,22
291,239,372,50,42
292,105,129,70,30
293,195,332,85,16
294,799,975,75,37
295,110,223,80,29
296,905,937,60,45
297,209,368,95,44
298,735,826,80,7
299,183,269,95,20
300,142,84,65,47
301,395,389,55,7
302,333,390,70,11
303,371,275,80,47
304,63,72,100,11
305,845,676,80,22
306,591,554,75,8
307,170,60,55,2
308,479,666,70,30
309,12,124,75,50
310,53,160,70,8
311,706,690,60,7
312,124,4,60,29
313,519,593,85,37
314,88,106,90,34
315,744,710,80,8
316,622,449,50,7
317,390,557,75,37
318,964,806,55,40
319,16,104,95,22
320,489,315,80,2
321,236,255,70,28
322,956,862,80,7
323,895,952,90,17
324,898,740,95,35
325,767,822,60,45
326,907,862,80,12
327,692,726,60,19
328,310,388,70,19
329,119,228,85,11
330,400,544,55,12
331,860,707,80,19
332,778,765,80,21
333,95,124,85,6
334,860,967,75,18
335,566,670,65,48
336,308,188,100,33
337,82,191,95,41
338,974,769,65,31
339,247,255,55,10
340,934,702,70,2
341,647,787,80,23
342,142,13,95,26
343,788,898,75,30
344,246,132,75,29
345,135,272,100,40
346,166,13,60,21
347,700,890,75,40
348,786,825,65,32
349,784,600,75,13
350,828,592,80,22
351,160,228,70,49
352,9,88,100,33
353,153,258,95,17
354,422,559,75,26
355,90,49,70,27
356,519,371,75,9
357,934,815,95,14
358,527,392,95,36
359,763,864,60,45
360,598,471,90,3
361,166,52,85,47
362,621,830,65,30
363,353,279,70,46
364,652,832,55,28
365,347,195,100,33
366,795,710,60,42
367,169,3,70,17
368,124,76,70,44
369,518,564,60,47
370,755,739,80,26
371,551,604,55,30
372,469,675,95,32
373,10,159,95,27
374,676,556,90,34
375,482,546,80,36
376,664,518,50,25
377,519,700,90,40
378,37,239,100,7
379,364,253,55,17
380,697,512,100,44
381,550,630,75,12
382,152,109,100,41
383,972,838,50,38
384,972,788,100,45
385,63,107,100,27
386,651,729,75,29
387,270,113,55,2
388,959,870,55,18
389,765,926,65,34
390,521,614,90,37
391,706,809,95,46
392,828,890,95,16
393,846,898,85,25
394,234,359,80,31
395,472,485,100,39
396,433,413,90,11
397,88,205,75,3
398,247,245,85,8
399,447,271,70,28
400,559,584,55,9
401,603,737,60,24
402,673,866,70,23
403,747,924,85,15
404,850,822,90,32
405,891,750,75,32
406,499,338,55,30
407,209,49,85,22
408,515,460,55,21
409,678,784,50,47
410,700,519,55,3
411,663,845,75,43
412,559,699,55,45
413,788,563,60,49
414,379,286,65,35
415,520,521,60,37
416,968,974,60,23
417,107,195,90,29
418,637,774,85,16
419,480,388,80,42
420,13,81,60,13
421,550,603,100,44
422,515,656,80,27
423,286,406,50,49
424,530,668,95,14
425,219,188,85,39
426,90,164,80,26
427,171,176,50,47
428,860,710,65,15
429,799,967,70,50
430,913,729,55,38
431,599,498,55,36
432,246,383,60,25
433,123,284,75,14
434,109,81,85,9
435,642,657,70,44
436,471,323,85,35
437,804,815,100,22
438,364,245,95,26
439,832,961,95,27
440,882,972,95,9
441,463,546,75,24
442,12,28,85,41
443,688,670,60,45
444,170,253,70,41
445,677,736,95,7
446,724,900,100,10
447,249,136,75,9
448,686,763,65,21
449,891,740,55,13
450,147,138,75,46
451,255,45,60,34
452,395,220,80,28
453,871,883,95,10
454,644,806,95,26
455,541,603,80,13
456,71,197,85,42
457,352,439,90,46
458,56,66,100,13
459,124,119,90,12
460,585,439,85,20
461,622,823,60,13
462,755,788,75,30
463,713,906,95,5
464,610,786,75,2
465,304,256,85,10
466,559,670,65,26
467,541,736,90,34
468,577,637,100,33
469,191,204,80,45
470,888,735,85,28
471,256,191,85,33
472,216,162,60,7
473,433,417,95,3
474,205,322,65,20
475,353,364,50,19
476,105,246,65,36
477,722,835,70,12
478,223,74,85,38
479,952,924,85,37
480,786,978,90,9
481,584,724,95,9
482,644,603,70,36
483,643,726,75,36
484,729,831,50,50
485,293,469,85,36
486,134,191,65,29
487,570,554,55,49
488,599,656,100,50
489,763,673,65,21
490,673,731,50,30
491,774,867,70,24
