0,82,15,85,40
1,4,95,75,10
2,36,32,75,22
3,29,18,65,42
4,95,14,70,44
5,87,95,100,41
6,70,12,55,38
7,76,55,100,10
8,5,4,90,46
9,12,28,65,10
10,30,65,85,24
11,78,4,70,40
12,72,26,90,14
13,92,84,100,20
14,90,70,50,14
15,54,29,50,20
16,58,76,80,17
17,36,1,55,13
18,98,21,95,45
19,90,55,75,13
20,44,36,100,31
21,20,28,80,41
22,98,44,85,9
23,14,12,70,8
24,49,13,65,47
25,46,45,90,34
26,78,34,70,47
27,6,94,95,27
28,59,69,95,25
29,16,49,75,14
30,11,71,60,32
31,38,81,85,5
32,80,47,50,7
33,74,25,60,40
34,91,9,60,50
35,6,85,100,27
36,30,99,95,4
37,38,11,80,24
38,30,13,95,29
39,49,36,90,16
