0,88,68,55,9
1,40,12,55,45
2,1,84,100,33
3,12,59,95,2
4,41,61,90,4
5,58,71,85,25
6,47,7,95,22
7,47,37,85,38
8,100,97,70,33
9,63,72,60,50
10,9,88,90,19
11,90,49,80,16
12,13,81,95,10
13,12,28,50,35
14,56,66,80,32
15,45,52,90,4
16,9,3,90,24
17,43,8,80,45
18,59,43,60,31
19,58,22,55,46
20,8,13,90,31
21,45,75,75,46
22,97,78,50,2
23,97,81,100,15
24,52,61,80,39
25,47,61,55,22
26,95,66,75,41
27,13,61,70,13
28,66,9,90,18
29,41,60,65,19
30,94,46,85,41
31,26,96,75,25
32,59,72,60,33
33,90,46,80,15
34,26,73,80,46
35,12,9,75,25
36,60,13,80,19
37,46,90,85,13
38,22,61,95,10
39,47,10,95,45
