101,,,,,,,
0,1,3,2.1,2,2,2.3,-1
1,1,4,4.0,0,4,1.3,-1
2,1,5,4.6,10,6,2.0,-1
3,1,9,3.0,1,2,1.8,-1
4,1,11,2.3,2,4,2.2,-1
5,1,14,4.0,9,4,2.2,-1
6,1,21,4.9,9,7,1.8,-1
7,2,4,4.8,1,6,1.0,-1
8,2,10,3.0,6,3,2.3,-1
9,2,28,4.3,8,3,1.9,-1
10,2,30,2.9,2,3,1.9,-1
11,3,4,4.1,4,7,1.6,-1
12,3,10,3.6,8,5,2.2,-1
13,3,14,4.1,9,2,2.1,-1
14,4,8,2.3,10,3,3.0,-1
15,4,9,3.5,9,6,2.4,-1
16,5,10,3.3,5,6,2.1,-1
17,5,31,3.6,9,7,2.3,-1
18,5,43,4.8,9,9,1.8,-1
19,6,15,3.6,10,9,2.4,-1
20,6,23,3.5,2,5,1.7,-1
21,6,26,4.1,3,2,1.5,-1
22,7,9,2.4,7,3,2.7,-1
23,7,12,4.2,3,8,1.5,-1
24,7,18,3.2,5,7,2.1,-1
25,7,27,3.7,10,5,2.4,-1
26,8,10,2.0,3,6,2.4,-1
27,8,20,2.8,1,6,1.9,-1
28,8,21,2.9,8,7,2.5,-1
29,9,14,4.3,1,7,1.2,-1
30,9,18,3.0,9,2,2.6,-1
31,9,21,4.5,3,7,1.3,-1
32,10,14,4.5,10,9,2.0,-1
33,10,20,4.7,0,4,1.0,-1
34,10,38,3.4,10,9,2.5,-1
35,11,12,4.7,8,7,1.8,-1
36,11,14,3.4,6,2,2.1,-1
37,11,23,4.5,4,7,1.4,-1
38,11,33,3.7,0,5,1.4,-1
39,12,13,3.7,5,7,1.9,-1
40,12,15,2.2,2,6,2.2,-1
41,12,17,4.5,5,8,1.5,-1
42,12,18,3.9,2,8,1.5,-1
43,12,28,2.6,1,6,2.0,-1
44,13,17,4.1,5,2,1.7,-1
45,13,25,2.8,1,9,1.9,-1
46,13,31,4.6,5,9,1.5,-1
47,14,16,4.5,4,5,1.5,-1
48,14,24,3.6,2,3,1.6,-1
49,16,21,3.1,0,5,1.7,-1
50,16,25,4.7,7,2,1.7,-1
51,16,28,4.4,8,4,1.9,-1
52,16,29,2.6,7,6,2.6,-1
53,16,45,4.3,2,3,1.3,-1
54,17,18,4.5,8,4,1.9,-1
55,17,31,2.6,0,9,1.9,-1
56,18,24,3.2,8,3,2.4,-1
57,18,26,2.0,0,3,2.1,-1
58,18,28,3.0,0,3,1.7,-1
59,19,21,3.6,10,6,2.4,-1
60,19,26,2.1,4,5,2.5,-1
61,19,33,3.0,3,6,2.0,-1
62,20,32,2.8,5,9,2.3,-1
63,20,49,4.0,4,4,1.7,-1
64,21,23,2.5,1,2,2.0,-1
65,21,27,4.9,8,3,1.7,-1
66,21,34,2.6,5,7,2.4,-1
67,21,39,2.8,4,5,2.2,-1
68,22,23,2.5,4,7,2.3,-1
69,22,28,3.6,0,4,1.4,-1
70,22,31,2.1,10,2,3.1,-1
71,22,32,2.3,0,3,2.0,-1
72,23,38,3.3,2,9,1.8,-1
73,23,39,3.8,4,7,1.7,-1
74,23,55,4.5,10,3,2.1,-1
75,24,30,4.9,7,4,1.6,-1
76,24,36,2.3,7,3,2.7,-1
77,24,51,3.4,10,9,2.5,-1
78,25,28,3.4,3,4,1.8,-1
79,25,29,4.6,9,6,1.9,-1
80,25,38,4.7,6,4,1.6,-1
81,25,46,4.1,10,7,2.2,-1
82,25,48,4.4,5,9,1.6,-1
83,25,52,3.5,1,9,1.6,-1
84,26,32,2.3,7,9,2.7,-1
85,26,33,4.5,4,7,1.4,-1
86,26,45,3.8,2,3,1.6,-1
87,27,31,3.2,1,7,1.7,-1
88,27,37,3.7,1,6,1.5,-1
89,28,30,3.6,6,8,2.0,-1
90,28,37,2.7,3,4,2.1,-1
91,28,49,4.9,6,3,1.5,-1
92,29,40,3.0,9,8,2.6,-1
93,29,62,4.4,6,7,1.7,-1
94,30,34,3.6,3,4,1.7,-1
95,30,44,4.0,1,9,1.4,-1
96,31,33,2.3,9,9,2.9,-1
97,31,34,3.0,1,9,1.8,-1
98,31,37,2.5,6,3,2.5,-1
99,31,40,3.8,10,8,2.3,-1
100,31,60,3.0,10,2,2.7,-1
101,31,65,2.3,2,2,2.2,-1
102,32,33,4.3,10,4,2.1,-1
103,32,34,3.4,4,8,1.9,-1
104,32,47,3.8,7,5,2.1,-1
105,33,35,2.6,5,6,2.4,-1
106,33,38,3.7,10,6,2.4,-1
107,33,44,4.8,6,7,1.5,-1
108,33,49,5.0,9,2,1.8,-1
109,34,40,3.8,8,8,2.1,-1
110,34,44,4.5,4,2,1.5,-1
111,34,51,3.1,8,2,2.5,-1
112,35,38,2.0,8,7,2.9,-1
113,35,41,2.3,4,2,2.4,-1
114,35,48,2.7,9,8,2.7,-1
115,35,56,3.9,6,8,1.9,-1
116,36,52,3.1,8,5,2.5,-1
117,36,91,4.0,7,4,2.0,-1
118,37,46,2.6,6,7,2.5,-1
119,37,94,4.5,2,6,1.3,-1
120,38,40,5.0,10,4,1.8,-1
121,38,45,2.4,1,2,2.1,-1
122,38,46,2.4,7,8,2.6,-1
123,38,51,4.9,2,3,1.1,-1
124,38,61,2.4,6,9,2.5,-1
125,39,41,4.7,9,8,1.9,-1
126,39,42,3.9,7,8,2.0,-1
127,39,43,3.7,7,8,2.1,-1
128,39,46,3.1,2,8,1.8,-1
129,40,42,3.8,9,9,2.2,-1
130,40,43,4.5,3,6,1.4,-1
131,40,50,3.2,8,7,2.4,-1
132,40,55,2.1,0,9,2.1,-1
133,40,62,4.1,1,9,1.3,-1
134,41,44,4.9,1,4,1.0,-1
135,41,45,4.2,8,6,2.0,-1
136,41,48,3.4,1,3,1.6,-1
